id,doc_quality,completeness,face_score,doc_score,liveness_score,risk,created_at
1718,Poor,0.55,0.2,0.33,0.5,High,2026-03-26T15:45:31.351056
1719,Good,0.88,0.4,0.33,0.68,High,2026-03-26T15:45:31.351059
1720,Poor,0.41,0.38,0.23,0.93,High,2026-03-26T15:45:31.351062
1721,Good,0.94,0.43,0.7,0.61,High,2026-03-26T15:45:31.351085
1722,Good,0.75,0.59,0.84,0.87,Medium,2026-03-26T15:45:31.351088
1723,Poor,0.85,0.16,0.27,0.65,High,2026-03-26T15:45:31.351090
1724,Good,0.69,0.7,0.68,0.67,Medium,2026-03-26T15:45:31.351093
1725,Good,0.56,0.53,0.37,0.55,High,2026-03-26T15:45:31.351095
1726,Poor,0.94,0.16,0.15,0.96,High,2026-03-26T15:45:31.351098
1727,Good,0.55,0.63,0.34,0.5,High,2026-03-26T15:45:31.351100
1728,Good,0.59,0.72,0.55,0.46,High,2026-03-26T15:45:31.351103
1729,Good,0.99,0.4,0.76,0.58,High,2026-03-26T15:45:31.351105
1730,Poor,0.72,0.26,0.19,0.64,High,2026-03-26T15:45:31.351108
1731,Poor,0.82,0.31,0.19,0.9,High,2026-03-26T15:45:31.351111
1732,Good,0.75,0.82,0.83,0.52,Medium,2026-03-26T15:45:31.351113
1733,Good,0.99,0.88,0.66,0.52,Medium,2026-03-26T15:45:31.351116
1734,Good,0.96,0.41,0.37,0.77,High,2026-03-26T15:45:31.351118
1735,Good,0.65,0.86,0.35,0.67,Medium,2026-03-26T15:45:31.351121
1736,Good,0.44,0.5,0.83,0.42,High,2026-03-26T15:45:31.351123
1737,Good,0.83,0.83,0.66,0.6,Medium,2026-03-26T15:45:31.351126
1738,Good,0.77,0.83,0.57,0.52,Medium,2026-03-26T15:45:31.351128
1739,Good,0.97,0.62,0.71,0.82,Medium,2026-03-26T15:45:31.351131
1740,Good,0.87,0.83,0.63,0.64,Medium,2026-03-26T15:45:31.351133
1741,Good,0.58,0.41,0.65,0.57,High,2026-03-26T15:45:31.351136
1742,Good,0.42,0.36,0.41,0.89,High,2026-03-26T15:45:31.351138
1743,Good,0.94,0.4,0.71,0.51,High,2026-03-26T15:45:31.351141
1744,Good,0.83,0.81,0.34,0.5,High,2026-03-26T15:45:31.351143
1745,Good,0.8,0.47,0.45,0.96,Medium,2026-03-26T15:45:31.351146
1746,Good,0.81,0.65,0.72,0.88,Medium,2026-03-26T15:45:31.351148
1747,Poor,0.82,0.21,0.13,0.94,High,2026-03-26T15:45:31.351152
1748,Good,0.83,0.45,0.57,0.47,High,2026-03-26T15:45:31.351155
1749,Poor,0.87,0.26,0.38,0.93,High,2026-03-26T15:45:31.351158
1750,Good,0.43,0.38,0.7,0.76,Medium,2026-03-26T15:45:31.351160
1751,Good,0.66,0.51,0.86,0.86,Medium,2026-03-26T15:45:31.351162
1752,Good,0.56,0.82,0.54,0.65,Medium,2026-03-26T15:45:31.351165
1753,Good,0.74,0.79,0.69,0.58,Medium,2026-03-26T15:45:31.351167
1754,Good,0.79,0.66,0.43,0.86,Medium,2026-03-26T15:45:31.351170
1755,Good,0.97,0.8,0.67,0.55,Medium,2026-03-26T15:45:31.351172
1756,Good,0.75,0.87,0.64,0.73,Medium,2026-03-26T15:45:31.351175
1757,Poor,0.88,0.2,0.29,0.67,High,2026-03-26T15:45:31.351177
1758,Good,0.86,0.45,0.49,0.84,High,2026-03-26T15:45:31.351180
1759,Poor,0.77,0.33,0.23,0.66,High,2026-03-26T15:45:31.351182
1760,Good,0.48,0.75,0.73,0.92,Medium,2026-03-26T15:45:31.351185
1761,Good,0.66,0.63,0.42,0.54,High,2026-03-26T15:45:31.351187
1762,Good,0.62,0.77,0.81,0.68,Medium,2026-03-26T15:45:31.351190
1763,Good,0.72,0.6,0.73,0.69,Medium,2026-03-26T15:45:31.351192
1764,Poor,0.52,0.31,0.27,0.97,High,2026-03-26T15:45:31.351195
1765,Good,0.96,0.86,0.8,0.45,Medium,2026-03-26T15:45:31.351198
1766,Good,0.6,0.78,0.68,0.61,Medium,2026-03-26T15:45:31.351200
1767,Poor,0.41,0.23,0.25,0.71,High,2026-03-26T15:45:31.351202
1768,Good,0.74,0.88,0.33,0.73,Medium,2026-03-26T15:45:31.351205
1769,Poor,0.53,0.22,0.15,0.88,High,2026-03-26T15:45:31.351207
1770,Good,0.9,0.39,0.59,0.47,High,2026-03-26T15:45:31.351210
1771,Good,0.83,0.63,0.74,0.42,High,2026-03-26T15:45:31.351212
1772,Good,0.49,0.4,0.45,0.72,High,2026-03-26T15:45:31.351215
1773,Poor,0.71,0.18,0.28,0.67,High,2026-03-26T15:45:31.351217
1774,Good,0.53,0.42,0.57,0.53,High,2026-03-26T15:45:31.351220
1775,Good,0.51,0.65,0.4,0.88,Medium,2026-03-26T15:45:31.351222
1776,Good,0.96,0.84,0.86,0.41,Medium,2026-03-26T15:45:31.351225
1777,Good,0.74,0.73,0.28,0.97,Medium,2026-03-26T15:45:31.351227
1778,Poor,0.64,0.35,0.37,0.5,High,2026-03-26T15:45:31.351230
1779,Good,0.75,0.54,0.35,0.47,High,2026-03-26T15:45:31.351232
1780,Good,0.62,0.38,0.3,0.84,High,2026-03-26T15:45:31.351235
1781,Poor,0.99,0.27,0.22,0.41,High,2026-03-26T15:45:31.351237
1782,Good,0.91,0.54,0.6,0.61,High,2026-03-26T15:45:31.351240
1783,Good,0.85,0.6,0.72,0.67,Medium,2026-03-26T15:45:31.351242
1784,Good,0.71,0.59,0.37,0.7,High,2026-03-26T15:45:31.351245
1785,Poor,0.52,0.27,0.2,0.41,High,2026-03-26T15:45:31.351247
1786,Good,0.5,0.63,0.32,0.74,High,2026-03-26T15:45:31.351250
1787,Good,0.62,0.43,0.83,0.49,High,2026-03-26T15:45:31.351252
1788,Good,0.51,0.69,0.54,0.57,High,2026-03-26T15:45:31.351255
1789,Poor,0.74,0.31,0.34,0.75,High,2026-03-26T15:45:31.351257
1790,Poor,0.79,0.17,0.21,0.79,High,2026-03-26T15:45:31.351260
1791,Poor,0.85,0.2,0.29,0.42,High,2026-03-26T15:45:31.351263
1792,Good,0.48,0.74,0.36,0.85,Medium,2026-03-26T15:45:31.351265
1793,Good,0.84,0.59,0.84,0.45,Medium,2026-03-26T15:45:31.351268
1794,Good,0.89,0.39,0.44,0.66,High,2026-03-26T15:45:31.351270
1795,Good,0.92,0.44,0.45,0.7,High,2026-03-26T15:45:31.351273
1796,Good,0.47,0.83,0.73,0.79,Medium,2026-03-26T15:45:31.351275
1797,Good,0.57,0.75,0.51,0.61,Medium,2026-03-26T15:45:31.351278
1798,Good,0.46,0.56,0.79,0.62,Medium,2026-03-26T15:45:31.351280
1799,Good,0.53,0.42,0.47,0.75,High,2026-03-26T15:45:31.351283
1800,Good,0.69,0.82,0.38,0.85,Medium,2026-03-26T15:45:31.351285
1801,Good,0.82,0.6,0.8,0.47,Medium,2026-03-26T15:45:31.351288
1802,Good,0.76,0.55,0.59,0.61,High,2026-03-26T15:45:31.351290
1803,Good,0.6,0.53,0.86,0.71,Medium,2026-03-26T15:45:31.351293
1804,Good,0.77,0.84,0.49,0.91,Medium,2026-03-26T15:45:31.351295
1805,Good,0.72,0.49,0.55,0.64,High,2026-03-26T15:45:31.351298
1806,Poor,0.51,0.29,0.19,0.82,High,2026-03-26T15:45:31.351300
1807,Good,0.51,0.61,0.4,0.87,Medium,2026-03-26T15:45:31.351303
1808,Good,0.51,0.72,0.49,0.82,Medium,2026-03-26T15:45:31.351305
1809,Good,0.53,0.62,0.68,0.69,Medium,2026-03-26T15:45:31.351308
1810,Good,0.96,0.53,0.74,0.62,Medium,2026-03-26T15:45:31.351310
1811,Good,0.88,0.76,0.34,0.59,High,2026-03-26T15:45:31.351313
1812,Poor,0.54,0.27,0.38,0.68,High,2026-03-26T15:45:31.351315
1813,Good,0.68,0.38,0.83,0.42,High,2026-03-26T15:45:31.351318
1814,Poor,0.89,0.38,0.27,0.47,High,2026-03-26T15:45:31.351322
1815,Poor,0.43,0.27,0.37,0.53,High,2026-03-26T15:45:31.351324
1816,Good,0.71,0.58,0.58,0.87,Medium,2026-03-26T15:45:31.351327
1817,Poor,0.71,0.38,0.18,0.88,High,2026-03-26T15:45:31.351329
1818,Good,0.44,0.8,0.33,0.91,Medium,2026-03-26T15:45:31.351332
1819,Good,0.6,0.44,0.33,0.84,High,2026-03-26T15:45:31.351334
1820,Good,0.82,0.71,0.39,0.52,High,2026-03-26T15:45:31.351337
1821,Good,0.73,0.49,0.67,0.77,Medium,2026-03-26T15:45:31.351339
1822,Good,0.67,0.5,0.63,0.73,Medium,2026-03-26T15:45:31.351342
1823,Good,0.43,0.42,0.48,0.66,High,2026-03-26T15:45:31.351344
1824,Good,0.48,0.57,0.33,0.97,Medium,2026-03-26T15:45:31.351347
1825,Good,0.62,0.47,0.4,0.91,High,2026-03-26T15:45:31.351350
1826,Good,0.52,0.54,0.57,0.49,High,2026-03-26T15:45:31.351353
1827,Poor,0.7,0.18,0.16,0.58,High,2026-03-26T15:45:31.351355
1828,Good,0.58,0.43,0.28,0.63,High,2026-03-26T15:45:31.351358
1829,Poor,0.89,0.39,0.12,0.84,High,2026-03-26T15:45:31.351360
1830,Good,0.54,0.71,0.4,0.5,High,2026-03-26T15:45:31.351363
1831,Good,0.68,0.59,0.48,0.52,High,2026-03-26T15:45:31.351367
1832,Poor,0.63,0.27,0.32,0.78,High,2026-03-26T15:45:31.351370
1833,Good,0.59,0.69,0.62,0.85,Medium,2026-03-26T15:45:31.351374
1834,Poor,0.62,0.35,0.22,0.56,High,2026-03-26T15:45:31.351377
1835,Poor,0.89,0.4,0.14,0.78,High,2026-03-26T15:45:31.351380
1836,Poor,0.63,0.32,0.39,0.87,High,2026-03-26T15:45:31.351384
1837,Poor,0.56,0.37,0.26,0.48,High,2026-03-26T15:45:31.351386
1838,Good,0.85,0.88,0.85,0.6,Medium,2026-03-26T15:45:31.351389
1839,Good,0.46,0.68,0.61,0.86,Medium,2026-03-26T15:45:31.351392
1840,Good,0.7,0.73,0.33,0.98,Medium,2026-03-26T15:45:31.351394
1841,Poor,0.41,0.24,0.35,0.9,High,2026-03-26T15:45:31.351397
1842,Good,0.44,0.63,0.59,0.9,Medium,2026-03-26T15:45:31.351400
1843,Poor,0.8,0.38,0.28,0.92,High,2026-03-26T15:45:31.351402
1844,Good,0.52,0.87,0.29,0.6,High,2026-03-26T15:45:31.351405
1845,Poor,0.91,0.2,0.12,0.77,High,2026-03-26T15:45:31.351408
1846,Good,0.85,0.61,0.39,0.51,High,2026-03-26T15:45:31.351410
1847,Good,0.84,0.75,0.36,0.65,High,2026-03-26T15:45:31.351413
1848,Good,0.77,0.38,0.78,0.4,High,2026-03-26T15:45:31.351416
1849,Good,0.48,0.61,0.54,0.93,Medium,2026-03-26T15:45:31.351418
1850,Good,0.6,0.78,0.6,0.73,Medium,2026-03-26T15:45:31.351421
1851,Poor,0.66,0.17,0.37,0.7,High,2026-03-26T15:45:31.351424
1852,Good,0.51,0.37,0.76,0.57,High,2026-03-26T15:45:31.351426
1853,Good,0.76,0.83,0.55,0.54,Medium,2026-03-26T15:45:31.351429
1854,Poor,0.92,0.36,0.38,0.49,High,2026-03-26T15:45:31.351432
1855,Good,0.7,0.78,0.63,0.45,Medium,2026-03-26T15:45:31.351434
1856,Good,0.98,0.47,0.41,0.83,High,2026-03-26T15:45:31.351437
1857,Good,0.57,0.89,0.56,0.87,Medium,2026-03-26T15:45:31.351439
1858,Poor,0.53,0.31,0.17,0.42,High,2026-03-26T15:45:31.351442
1859,Good,0.6,0.51,0.63,0.98,Medium,2026-03-26T15:45:31.351445
1860,Good,0.44,0.45,0.41,0.69,High,2026-03-26T15:45:31.351447
1861,Poor,0.87,0.19,0.32,0.62,High,2026-03-26T15:45:31.351450
1862,Good,0.57,0.66,0.81,0.5,Medium,2026-03-26T15:45:31.351453
1863,Good,0.41,0.83,0.45,0.94,Medium,2026-03-26T15:45:31.351455
1864,Good,0.55,0.83,0.55,0.85,Medium,2026-03-26T15:45:31.351458
1865,Poor,0.98,0.23,0.28,0.43,High,2026-03-26T15:45:31.351461
1866,Poor,0.59,0.28,0.25,0.65,High,2026-03-26T15:45:31.351463
1867,Good,0.74,0.57,0.33,0.78,High,2026-03-26T15:45:31.351466
1868,Good,0.45,0.66,0.51,0.87,Medium,2026-03-26T15:45:31.351469
1869,Poor,0.82,0.32,0.23,0.8,High,2026-03-26T15:45:31.351471
1870,Good,0.54,0.61,0.59,0.85,Medium,2026-03-26T15:45:31.351474
1871,Good,0.83,0.87,0.31,0.46,High,2026-03-26T15:45:31.351476
1872,Poor,0.46,0.27,0.25,0.85,High,2026-03-26T15:45:31.351479
1873,Good,0.56,0.42,0.3,0.8,High,2026-03-26T15:45:31.351482
1874,Good,0.48,0.64,0.54,0.42,High,2026-03-26T15:45:31.351485
1875,Good,0.54,0.7,0.68,0.69,Medium,2026-03-26T15:45:31.351487
1876,Good,0.53,0.43,0.43,0.42,High,2026-03-26T15:45:31.351490
1877,Good,0.53,0.78,0.44,0.8,Medium,2026-03-26T15:45:31.351493
1878,Good,0.91,0.7,0.55,0.56,Medium,2026-03-26T15:45:31.351495
1879,Poor,0.44,0.2,0.21,0.86,High,2026-03-26T15:45:31.351498
1880,Good,0.6,0.56,0.6,0.44,High,2026-03-26T15:45:31.351501
1881,Good,1.0,0.46,0.7,0.75,Medium,2026-03-26T15:45:31.351503
1882,Good,0.55,0.78,0.32,0.91,Medium,2026-03-26T15:45:31.351507
1883,Good,0.95,0.59,0.86,0.82,Medium,2026-03-26T15:45:31.351510
1884,Good,0.4,0.48,0.87,0.85,Medium,2026-03-26T15:45:31.351513
1885,Good,0.92,0.63,0.87,0.64,Medium,2026-03-26T15:45:31.351515
1886,Good,0.81,0.7,0.53,0.41,High,2026-03-26T15:45:31.351518
1887,Good,0.5,0.84,0.47,0.93,Medium,2026-03-26T15:45:31.351520
1888,Good,0.7,0.63,0.41,0.6,High,2026-03-26T15:45:31.351523
1889,Poor,0.49,0.3,0.24,0.43,High,2026-03-26T15:45:31.351526
1890,Good,1.0,0.44,0.82,0.98,Medium,2026-03-26T15:45:31.351528
1891,Good,0.85,0.59,0.68,0.84,Medium,2026-03-26T15:45:31.351531
1892,Good,0.81,0.5,0.83,0.69,Medium,2026-03-26T15:45:31.351534
1893,Good,0.87,0.57,0.35,0.82,High,2026-03-26T15:45:31.351536
1894,Poor,0.49,0.23,0.38,0.49,High,2026-03-26T15:45:31.351540
1895,Good,0.5,0.46,0.54,0.48,High,2026-03-26T15:45:31.351543
1896,Good,0.86,0.55,0.78,0.98,Medium,2026-03-26T15:45:31.351545
1897,Good,0.93,0.66,0.6,0.61,Medium,2026-03-26T15:45:31.351548
1898,Poor,0.69,0.33,0.13,0.51,High,2026-03-26T15:45:31.351551
1899,Poor,0.61,0.26,0.37,0.58,High,2026-03-26T15:45:31.351553
1900,Poor,0.66,0.38,0.18,0.64,High,2026-03-26T15:45:31.351556
1901,Poor,0.5,0.35,0.28,0.59,High,2026-03-26T15:45:31.351559
1902,Good,0.99,0.81,0.88,0.96,Low,2026-03-26T15:45:31.351561
1903,Good,0.67,0.64,0.88,0.91,Medium,2026-03-26T15:45:31.351565
1904,Poor,0.93,0.37,0.39,0.74,High,2026-03-26T15:45:31.351568
1905,Good,0.56,0.64,0.68,0.79,Medium,2026-03-26T15:45:31.351571
1906,Poor,0.94,0.17,0.3,0.85,High,2026-03-26T15:45:31.351573
1907,Good,0.59,0.77,0.59,0.91,Medium,2026-03-26T15:45:31.351576
1908,Good,0.62,0.58,0.45,0.98,Medium,2026-03-26T15:45:31.351579
1909,Good,0.59,0.83,0.38,0.95,Medium,2026-03-26T15:45:31.351581
1910,Good,0.7,0.63,0.29,0.48,High,2026-03-26T15:45:31.351584
1911,Poor,0.93,0.36,0.22,0.6,High,2026-03-26T15:45:31.351587
1912,Good,0.52,0.87,0.73,0.45,Medium,2026-03-26T15:45:31.351590
1913,Good,0.48,0.57,0.68,0.98,Medium,2026-03-26T15:45:31.351592
1914,Poor,0.63,0.23,0.28,0.82,High,2026-03-26T15:45:31.351595
1915,Good,0.54,0.85,0.67,0.59,Medium,2026-03-26T15:45:31.351598
1916,Good,0.47,0.63,0.54,0.96,Medium,2026-03-26T15:45:31.351601
1917,Poor,0.55,0.25,0.13,0.72,High,2026-03-26T15:45:31.351604
1918,Poor,0.51,0.37,0.28,0.94,High,2026-03-26T15:45:31.351607
1919,Poor,0.75,0.24,0.37,0.99,High,2026-03-26T15:45:31.351610
1920,Good,0.59,0.79,0.53,0.78,Medium,2026-03-26T15:45:31.351612
1921,Good,0.83,0.86,0.71,0.58,Medium,2026-03-26T15:45:31.351615
1922,Good,0.87,0.53,0.43,0.7,High,2026-03-26T15:45:31.351618
1923,Good,0.64,0.5,0.77,0.73,Medium,2026-03-26T15:45:31.351620
1924,Good,0.45,0.47,0.85,0.91,Medium,2026-03-26T15:45:31.351623
1925,Good,0.6,0.56,0.33,0.89,High,2026-03-26T15:45:31.351626
1926,Good,0.83,0.65,0.32,0.49,High,2026-03-26T15:45:31.351628
1927,Good,0.95,0.5,0.46,0.51,High,2026-03-26T15:45:31.351631
1928,Good,0.93,0.76,0.58,0.63,Medium,2026-03-26T15:45:31.351634
1929,Poor,0.85,0.24,0.32,0.62,High,2026-03-26T15:45:31.351636
1930,Poor,0.9,0.38,0.21,0.41,High,2026-03-26T15:45:31.351639
1931,Good,0.82,0.65,0.36,0.44,High,2026-03-26T15:45:31.351642
1932,Poor,0.59,0.29,0.21,0.93,High,2026-03-26T15:45:31.351645
1933,Poor,0.53,0.16,0.12,0.85,High,2026-03-26T15:45:31.351647
1934,Good,0.67,0.4,0.37,0.74,High,2026-03-26T15:45:31.351650
1935,Good,0.47,0.52,0.63,0.46,High,2026-03-26T15:45:31.351653
1936,Good,0.66,0.55,0.68,0.79,Medium,2026-03-26T15:45:31.351656
1937,Good,0.99,0.71,0.81,0.67,Medium,2026-03-26T15:45:31.351658
1938,Good,0.71,0.62,0.87,0.95,Medium,2026-03-26T15:45:31.351661
1939,Good,0.55,0.73,0.72,0.52,Medium,2026-03-26T15:45:31.351664
1940,Poor,0.74,0.21,0.28,0.48,High,2026-03-26T15:45:31.351666
1941,Good,0.75,0.73,0.37,0.81,Medium,2026-03-26T15:45:31.351669
1942,Poor,0.95,0.24,0.32,0.81,High,2026-03-26T15:45:31.351672
1943,Good,0.43,0.48,0.78,0.72,Medium,2026-03-26T15:45:31.351674
1944,Good,0.43,0.68,0.77,0.97,Medium,2026-03-26T15:45:31.351677
1945,Poor,0.54,0.2,0.21,0.99,High,2026-03-26T15:45:31.351680
1946,Good,0.58,0.67,0.65,0.67,Medium,2026-03-26T15:45:31.351682
1947,Poor,0.53,0.38,0.29,0.65,High,2026-03-26T15:45:31.351685
1948,Poor,0.5,0.31,0.3,0.57,High,2026-03-26T15:45:31.351688
1949,Poor,0.72,0.21,0.17,0.68,High,2026-03-26T15:45:31.351691
1950,Poor,0.49,0.36,0.38,0.78,High,2026-03-26T15:45:31.351694
1951,Good,0.51,0.83,0.74,0.76,Medium,2026-03-26T15:45:31.351696
1952,Good,0.55,0.39,0.8,0.57,High,2026-03-26T15:45:31.351699
1953,Good,0.41,0.73,0.4,0.9,Medium,2026-03-26T15:45:31.351702
1954,Poor,0.54,0.26,0.36,0.67,High,2026-03-26T15:45:31.351705
1955,Good,0.94,0.72,0.42,0.63,High,2026-03-26T15:45:31.351707
1956,Poor,0.98,0.39,0.33,0.92,High,2026-03-26T15:45:31.351710
1957,Good,0.46,0.85,0.74,0.87,Medium,2026-03-26T15:45:31.351713
1958,Good,0.55,0.43,0.77,0.7,Medium,2026-03-26T15:45:31.351715
1959,Good,0.98,0.86,0.64,0.79,Medium,2026-03-26T15:45:31.351718
1960,Poor,0.65,0.25,0.13,0.65,High,2026-03-26T15:45:31.351721
1961,Good,0.66,0.46,0.37,0.48,High,2026-03-26T15:45:31.351723
1962,Poor,0.84,0.24,0.26,0.68,High,2026-03-26T15:45:31.351726
1963,Good,0.67,0.44,0.48,0.74,High,2026-03-26T15:45:31.351729
1964,Good,0.49,0.49,0.43,0.72,High,2026-03-26T15:45:31.351732
1965,Good,0.59,0.89,0.85,0.99,Medium,2026-03-26T15:45:31.351734
1966,Good,0.56,0.69,0.32,0.53,High,2026-03-26T15:45:31.351737
1967,Good,0.69,0.69,0.64,0.48,Medium,2026-03-26T15:45:31.351740
1968,Poor,0.87,0.27,0.28,0.84,High,2026-03-26T15:45:31.351742
1969,Good,0.48,0.49,0.42,0.79,High,2026-03-26T15:45:31.351745
1970,Good,0.96,0.63,0.44,0.94,Medium,2026-03-26T15:45:31.351748
1971,Poor,0.48,0.23,0.27,0.6,High,2026-03-26T15:45:31.351750
1972,Good,0.74,0.71,0.67,0.66,Medium,2026-03-26T15:45:31.351753
1973,Good,0.66,0.59,0.55,0.91,Medium,2026-03-26T15:45:31.351756
1974,Poor,0.9,0.34,0.16,0.71,High,2026-03-26T15:45:31.351758
1975,Poor,0.59,0.21,0.19,0.82,High,2026-03-26T15:45:31.351761
1976,Poor,0.91,0.19,0.29,0.47,High,2026-03-26T15:45:31.351764
1977,Good,0.89,0.43,0.63,0.77,Medium,2026-03-26T15:45:31.351766
1978,Good,0.49,0.46,0.35,0.88,High,2026-03-26T15:45:31.351769
1979,Poor,0.87,0.34,0.19,0.54,High,2026-03-26T15:45:31.351772
1980,Good,0.64,0.55,0.76,0.64,Medium,2026-03-26T15:45:31.351774
1981,Good,0.99,0.63,0.75,0.53,Medium,2026-03-26T15:45:31.351778
1982,Poor,0.66,0.33,0.36,0.93,High,2026-03-26T15:45:31.351781
1983,Good,0.85,0.58,0.41,0.96,Medium,2026-03-26T15:45:31.351783
1984,Good,0.83,0.82,0.33,0.6,High,2026-03-26T15:45:31.351786
1985,Poor,0.74,0.34,0.39,0.41,High,2026-03-26T15:45:31.351789
1986,Good,0.45,0.43,0.88,0.54,Medium,2026-03-26T15:45:31.351791
1987,Poor,0.52,0.17,0.23,0.96,High,2026-03-26T15:45:31.351794
1988,Poor,0.86,0.36,0.34,0.55,High,2026-03-26T15:45:31.351797
1989,Poor,0.91,0.27,0.34,0.51,High,2026-03-26T15:45:31.351799
1990,Poor,0.7,0.21,0.2,0.63,High,2026-03-26T15:45:31.351802
1991,Poor,0.87,0.29,0.37,0.44,High,2026-03-26T15:45:31.351805
1992,Good,0.43,0.77,0.57,0.45,High,2026-03-26T15:45:31.351807
1993,Good,0.43,0.52,0.57,0.68,High,2026-03-26T15:45:31.351810
1994,Good,0.99,0.53,0.75,0.95,Medium,2026-03-26T15:45:31.351813
1995,Poor,0.56,0.21,0.31,0.65,High,2026-03-26T15:45:31.351815
1996,Good,0.46,0.53,0.84,0.75,Medium,2026-03-26T15:45:31.351818
1997,Good,0.97,0.64,0.73,0.94,Medium,2026-03-26T15:45:31.351821
1998,Poor,0.91,0.4,0.27,0.54,High,2026-03-26T15:45:31.351824
1999,Good,0.42,0.77,0.4,0.9,Medium,2026-03-26T15:45:31.351827
2000,Good,0.61,0.87,0.54,0.43,Medium,2026-03-26T15:45:31.351829
